2026-09-12T08:46:13.7128872Z,4,1.34375
2026-09-12T08:46:15.5313443Z,7,3.171875
2026-09-12T08:46:17.3744131Z,31,5.015625
2026-09-12T08:46:19.2299137Z,15,6.875
2026-09-12T08:46:21.0563659Z,14,8.703125
2026-09-12T08:46:22.8635642Z,15,10.375
2026-09-12T08:46:24.6896259Z,14,12.171875
2026-09-12T08:46:26.4954130Z,14,13.984375
2026-09-12T08:46:28.3101765Z,26,15.796875
2026-09-12T08:46:30.1987267Z,33,17.6875
2026-09-12T08:46:32.0099424Z,21,19.484375
2026-09-12T08:46:33.8145472Z,3,21.296875
2026-09-12T08:46:36.3157723Z,23,23.796875
2026-09-12T08:46:38.1230151Z,18,25.59375
2026-09-12T08:46:39.9425164Z,20,27.40625
2026-09-12T08:46:41.7568966Z,18,29.203125
2026-09-12T08:46:43.5643526Z,15,31.015625
2026-09-12T08:46:45.4022048Z,12,32.859375
2026-09-12T08:46:47.2152208Z,19,34.671875
2026-09-12T08:46:49.0260964Z,23,36.46875
2026-09-12T08:46:50.8372982Z,7,38.28125
2026-09-12T08:46:52.6555840Z,21,40.078125
2026-09-12T08:46:54.4914769Z,17,41.921875
2026-09-12T08:46:56.3178721Z,20,43.734375
2026-09-12T08:46:58.1322254Z,16,45.515625
2026-09-12T08:46:59.9405132Z,19,47.328125
2026-09-12T08:47:01.7520327Z,32,49.09375
2026-09-12T08:47:03.5629110Z,12,50.890625
2026-09-12T08:47:05.4660633Z,18,52.78125
2026-09-12T08:47:07.3071511Z,74,54.59375
2026-09-12T08:47:09.1492209Z,46,56.4375
2026-09-12T08:47:10.9871251Z,25,58.28125
2026-09-12T08:47:12.7976751Z,15,60.09375
2026-09-12T08:47:14.6300366Z,19,61.921875
2026-09-12T08:47:16.4496953Z,12,63.75
2026-09-12T08:47:18.2662548Z,12,65.5625
2026-09-12T08:47:20.0822938Z,22,67.390625
2026-09-12T08:47:21.8921280Z,24,69.171875
2026-09-12T08:47:23.7075883Z,23,70.984375
2026-09-12T08:47:25.5093558Z,10,72.78125
2026-09-12T08:47:27.3424266Z,17,74.59375
2026-09-12T08:47:29.1509053Z,18,76.40625
2026-09-12T08:47:30.9651681Z,19,78.21875
2026-09-12T08:47:32.8049865Z,10,80.03125
2026-09-12T08:47:34.6190285Z,12,81.859375
2026-09-12T08:47:36.8855466Z,79,84.109375
2026-09-12T08:47:38.6959320Z,8,85.90625
2026-09-12T08:47:40.5288726Z,12,87.71875
2026-09-12T08:47:42.3501078Z,22,89.546875
2026-09-12T08:47:44.1751282Z,17,91.375
2026-09-12T08:47:45.9967989Z,17,93.203125
2026-09-12T08:47:47.8090595Z,20,95
2026-09-12T08:47:49.6377916Z,23,96.828125
2026-09-12T08:47:51.4651863Z,16,98.65625
2026-09-12T08:47:53.2721717Z,16,100.453125
2026-09-12T08:47:55.0900774Z,26,102.28125
2026-09-12T08:47:56.9032969Z,15,104.09375
2026-09-12T08:47:58.7200116Z,14,105.890625
2026-09-12T08:48:00.5332404Z,10,107.71875
2026-09-12T08:48:02.3493008Z,35,109.53125
2026-09-12T08:48:04.1606026Z,12,111.34375
2026-09-12T08:48:05.9818414Z,18,113.171875
2026-09-12T08:48:07.8004064Z,9,114.984375
2026-09-12T08:48:09.6239293Z,18,116.8125
2026-09-12T08:48:11.4781071Z,57,118.671875
2026-09-12T08:48:13.3515239Z,41,120.53125
2026-09-12T08:48:15.1715420Z,26,122.359375
2026-09-12T08:48:17.0255659Z,27,124.21875
2026-09-12T08:48:18.8688069Z,15,126.0625
2026-09-12T08:48:20.6911887Z,31,127.875
2026-09-12T08:48:22.4993958Z,9,129.6875
2026-09-12T08:48:24.3120368Z,9,131.484375
2026-09-12T08:48:26.1440907Z,32,133.328125
2026-09-12T08:48:27.9561533Z,17,135.140625
2026-09-12T08:48:29.7903575Z,20,136.96875
2026-09-12T08:48:31.6118445Z,14,138.796875
2026-09-12T08:48:33.4263013Z,16,140.609375
2026-09-12T08:48:35.2424724Z,8,142.421875
2026-09-12T08:48:37.1716414Z,84,144.328125
2026-09-12T08:48:38.9799932Z,6,146.125
2026-09-12T08:48:40.7901685Z,18,147.9375
2026-09-12T08:48:42.6060600Z,11,149.734375
2026-09-12T08:48:44.4350619Z,13,151.5625
2026-09-12T08:48:46.2464884Z,12,153.375
2026-09-12T08:48:48.0713576Z,11,155.203125
2026-09-12T08:48:49.8869994Z,16,157.015625
2026-09-12T08:48:51.7001802Z,15,158.828125
2026-09-12T08:48:53.5177382Z,20,160.640625
2026-09-12T08:48:55.3333102Z,25,162.453125
2026-09-12T08:48:57.1492049Z,8,164.265625
2026-09-12T08:48:58.9669853Z,16,166.09375
2026-09-12T08:49:00.7802006Z,10,167.90625
2026-09-12T08:49:02.6212803Z,20,169.75
2026-09-12T08:49:04.4300742Z,14,171.53125
2026-09-12T08:49:06.2576125Z,15,173.375
2026-09-12T08:49:08.0629287Z,18,175.171875
2026-09-12T08:49:09.8735428Z,18,176.96875
2026-09-12T08:49:11.7025943Z,18,178.796875
2026-09-12T08:49:13.5106311Z,12,180.59375
2026-09-12T08:49:15.3261541Z,21,182.40625
2026-09-12T08:49:17.1706404Z,47,184.25
2026-09-12T08:49:19.0393716Z,52,186.109375
2026-09-12T08:49:20.9045763Z,30,187.96875
2026-09-12T08:49:22.7183102Z,20,189.796875
2026-09-12T08:49:24.5717564Z,21,191.640625
2026-09-12T08:49:26.4018857Z,17,193.46875
2026-09-12T08:49:28.2235911Z,17,195.265625
2026-09-12T08:49:30.0625125Z,17,197.109375
2026-09-12T08:49:31.8836934Z,10,198.921875
2026-09-12T08:49:33.6900094Z,7,200.734375
2026-09-12T08:49:35.5164082Z,11,202.5625
2026-09-12T08:49:37.4405054Z,73,204.484375
2026-09-12T08:49:39.2543547Z,9,206.296875
2026-09-12T08:49:41.0658134Z,20,208.109375
2026-09-12T08:49:42.8935438Z,6,209.9375
2026-09-12T08:49:44.7126428Z,5,211.75
2026-09-12T08:49:46.5271116Z,22,213.5625
2026-09-12T08:49:48.3464484Z,10,215.390625
2026-09-12T08:49:50.1914373Z,17,217.234375
2026-09-12T08:49:52.0014121Z,11,219.046875
2026-09-12T08:49:53.8368798Z,9,220.875
2026-09-12T08:49:55.6618440Z,12,222.703125
2026-09-12T08:49:57.4656522Z,13,224.515625
2026-09-12T08:49:59.2831444Z,15,226.328125
2026-09-12T08:50:01.1042283Z,11,228.15625
2026-09-12T08:50:02.9165789Z,15,229.96875
2026-09-12T08:50:04.7304995Z,12,231.703125
2026-09-12T08:50:06.5528057Z,10,233.53125
2026-09-12T08:50:08.3721961Z,17,235.328125
2026-09-12T08:50:10.2009379Z,25,237.140625
2026-09-12T08:50:12.0075420Z,15,238.953125
2026-09-12T08:50:13.8286663Z,12,240.65625
2026-09-12T08:50:15.6323189Z,13,242.4375
2026-09-12T08:50:17.4473353Z,17,244.25
2026-09-12T08:50:19.2600302Z,10,246.078125
2026-09-12T08:50:21.1868541Z,43,248
2026-09-12T08:50:23.0200773Z,35,249.828125
2026-09-12T08:50:24.9443271Z,35,251.734375
2026-09-12T08:50:26.7860129Z,19,253.578125
2026-09-12T08:50:28.6224129Z,25,255.421875
2026-09-12T08:50:30.4762226Z,31,257.265625
2026-09-12T08:50:32.2960656Z,21,259.09375
2026-09-12T08:50:34.1059747Z,5,260.90625
2026-09-12T08:50:35.9784114Z,18,262.765625
2026-09-12T08:50:37.9422660Z,53,264.71875
2026-09-12T08:50:39.7647654Z,25,266.546875
